id,latitude,longitude,place
ak02098rtgio,61.4165,-152.2288,"68 km WNW of Beluga, Alaska"
ak02098s99zi,59.2017,-153.7527,"57 km SE of Pope-Vannoy Landing, Alaska"
ak02098sbdmz,62.8951,-150.7689,"44 km N of Petersville, Alaska"
ak0209a2onjc,62.9351,-151.3742,"57 km NNW of Petersville, Alaska"
ak0209a2uf6f,61.3638,-147.6298,"49 km S of Glacier View, Alaska"
ak0209a3en2j,61.0685,-148.3959,"36 km NNE of Whittier, Alaska"
ak0209a3ydtl,64.234,-147.4639,"42 km SW of Salcha, Alaska"
ak0209a4lmxd,61.3371,-150.0773,"5 km WSW of Point MacKenzie, Alaska"
ak0209a4mskm,66.2425,-157.0217,"66 km NNW of Huslia, Alaska"
ak0209a5431y,59.6564,-153.0939,"58 km ESE of Pedro Bay, Alaska"
ak0209a59131,64.5137,-147.8893,"33 km S of South Van Horn, Alaska"
ak0209a59ovw,61.702,-151.2717,"32 km SSE of Skwentna, Alaska"
ak0209a6gzne,61.4174,-152.2333,"68 km WNW of Beluga, Alaska"
ak0209a6rfs0,66.2961,-157.2279,"66 km S of Shungnak, Alaska"
ak0209a6ryje,60.7876,-151.4422,"Kenai Peninsula, Alaska"
ak0209a6wfzu,62.4571,-152.1457,Central Alaska
ak0209a7xoxh,66.2913,-157.2073,"66 km S of Shungnak, Alaska"
ak0209a8m3sc,63.0807,-150.3823,"68 km NNE of Petersville, Alaska"
ak0209a95edt,59.8133,-136.7405,"48 km NW of Mosquito Lake, Alaska"
ak0209a9at7i,67.5012,-143.763,northern Alaska
ak0209a9qnoo,63.4354,-151.1333,"31 km ESE of Denali National Park, Alaska"
ak0209a9w2i0,63.0506,-148.6827,"40 km SSE of Cantwell, Alaska"
ak0209a9wmc3,62.8445,-150.2825,"45 km NNW of Chase, Alaska"
ak0209a9xy4s,64.6274,-148.0281,"23 km SSW of South Van Horn, Alaska"
ak0209aaazi4,62.1833,-151.3603,"21 km N of Skwentna, Alaska"
ak0209aadtip,69.1713,-144.4255,"111 km SSW of Kaktovik, Alaska"
ak0209aafi8j,62.1807,-153.9342,"95 km SSE of Nikolai, Alaska"
ak0209aajm1q,61.0631,-151.419,"15 km W of Tyonek, Alaska"
ak0209aawn4f,61.0287,-148.3367,"34 km NE of Whittier, Alaska"
ak0209aaz94u,64.8113,-149.1822,"23 km N of Four Mile Road, Alaska"
ak0209ab68yv,67.9935,-144.7828,"34 km ESE of Arctic Village, Alaska"
ak0209abjktu,61.507,-146.6051,"44 km NNW of Valdez, Alaska"
ak0209abl4rv,62.3947,-150.6885,"12 km SSE of Petersville, Alaska"
ak0209abt2ug,64.5725,-147.994,"28 km SSW of South Van Horn, Alaska"
ak0209abtawb,64.6186,-149.2703,"7 km WNW of Four Mile Road, Alaska"
ak0209ac70a4,61.9583,-150.5008,"33 km NW of Willow, Alaska"
ak0209adcjse,53.8645,-166.7635,"14 km W of Dutch Harbor, Alaska"
ak0209adii7e,64.6452,-164.014,"22 km ENE of Solomon, Alaska"
ak0209adwb0d,68.9662,-147.7547,"130 km NW of Arctic Village, Alaska"
ak0209adxb90,64.0677,-152.6665,"26 km NW of Lake Minchumina, Alaska"
ak0209adzhzs,68.923,-147.8372,"129 km NW of Arctic Village, Alaska"
ak0209adznzy,59.802,-152.5207,"38 km W of Anchor Point, Alaska"
ak0209af51r3,61.0918,-148.4834,"37 km NNE of Whittier, Alaska"
ak0209af8pvv,61.1144,-148.4705,"39 km NNE of Whittier, Alaska"
ak0209afd9it,63.3459,-149.4441,"25 km WSW of Cantwell, Alaska"
ak0209agl310,63.9156,-148.9174,"6 km NNE of Healy, Alaska"
ak0209bq6ibt,61.4799,-149.9187,"5 km SSE of Big Lake, Alaska"
ak0209bqdtc1,62.0599,-147.9666,"32 km NNW of Glacier View, Alaska"
ak0209bqqoc8,66.1673,-157.1773,"63 km NW of Huslia, Alaska"
ak0209bqssr2,61.0317,-148.0821,"43 km NE of Whittier, Alaska"
ak0209bqwwwp,58.3929,-133.635,"47 km ENE of Juneau, Alaska"
ak0209bqzvms,58.1935,-155.4778,"88 km SE of King Salmon, Alaska"
ak0209brkefs,58.3505,-133.5839,"49 km E of Juneau, Alaska"
ak0209bs0t3w,61.4753,-146.4096,"38 km N of Valdez, Alaska"
ak0209bs5fu3,66.5436,-157.0115,"38 km S of Shungnak, Alaska"
ak0209bs5mu5,61.081,-148.3773,"38 km NNE of Whittier, Alaska"
ak0209bskn4j,66.2888,-157.2453,"67 km S of Shungnak, Alaska"
ak0209bsodvp,64.6824,-148.7909,"18 km ENE of Four Mile Road, Alaska"
ak0209bspclt,63.0054,-151.5573,"60 km S of Denali National Park, Alaska"
ak0209bt80vh,62.4568,-151.2764,"26 km W of Petersville, Alaska"
ak0209bt8xq3,63.2183,-149.3803,"28 km SW of Cantwell, Alaska"
ak0209btx9u7,58.3329,-133.5901,"48 km E of Juneau, Alaska"
ak0209bu9t87,58.3387,-133.575,"49 km E of Juneau, Alaska"
ak0209buatv2,59.9939,-153.4984,"41 km NE of Pedro Bay, Alaska"
ak0209bucd8n,62.3406,-149.6715,"22 km NNE of Y, Alaska"
ak0209buvw2k,66.2763,-157.2473,"68 km S of Shungnak, Alaska"
ak0209buzqy9,61.6737,-149.9189,"7 km NW of Houston, Alaska"
ak0209bv21nd,59.6448,-153.1862,"54 km ESE of Pedro Bay, Alaska"
ak0209bw2ofo,61.08,-151.1338,"1 km N of Tyonek, Alaska"
ak0209bw3el6,61.3905,-150.0678,"5 km NW of Point MacKenzie, Alaska"
ak0209bw5wyl,62.3268,-149.3852,"30 km NE of Y, Alaska"
ak0209bwb410,58.3299,-133.5573,"50 km E of Juneau, Alaska"
ak0209bwcjac,61.43,-146.6974,"38 km NNW of Valdez, Alaska"
ak0209bwotxq,69.5663,-143.9928,"64 km SSW of Kaktovik, Alaska"
ak0209bwrco4,63.1034,-150.6256,"68 km N of Petersville, Alaska"
ak0209bwzfvf,58.3519,-133.5862,"49 km E of Juneau, Alaska"
ak0209bxy71b,58.8747,-154.5059,"64 km SSE of Kokhanok, Alaska"
ak0209byfu55,58.3683,-133.624,"47 km E of Juneau, Alaska"
ak0209byg6hp,62.6848,-151.0935,"26 km NW of Petersville, Alaska"
ak0209byl5ge,61.3261,-147.2829,"54 km WNW of Valdez, Alaska"
ak0209bz2jp6,59.35,-152.0901,"9 km W of Nanwalek, Alaska"
ak0209bz4flb,66.2664,-157.5481,"71 km SSW of Shungnak, Alaska"
ak0209bzpnxc,61.6574,-139.3915,"142 km NW of Haines Junction, Canada"
ak0209bzqaq8,64.8063,-147.7033,"3 km S of Fairbanks, Alaska"
ak0209bzxboo,59.0916,-137.8717,"111 km WSW of Covenant Life, Alaska"
ak0209c0tjl7,63.4914,-144.1566,"18 km SSW of Dot Lake Village, Alaska"
ak0209c123ov,62.1951,-151.2778,"23 km NNE of Skwentna, Alaska"
ak0209c1g9nt,60.4204,-152.4536,"59 km NW of Ninilchik, Alaska"
ak0209c1ijn8,62.3031,-151.1471,"29 km SW of Petersville, Alaska"
ak0209c2onwb,59.7379,-153.1323,"55 km E of Pedro Bay, Alaska"
ak0209c2sxa5,64.597,-160.3761,"47 km NE of Shaktoolik, Alaska"
ak0209c2tsgc,62.1517,-152.1659,"44 km WNW of Skwentna, Alaska"
ak0209c3aj5p,62.3927,-148.1276,"68 km NNE of Chickaloon, Alaska"
ak0209c3w2g9,66.2987,-157.2291,"65 km S of Shungnak, Alaska"
ak0209c3y3hd,66.2913,-157.3763,"67 km S of Shungnak, Alaska"
ak0209c44n4u,59.8666,-152.821,"56 km W of Anchor Point, Alaska"
ak0209ddo7el,60.9332,-151.2038,"15 km SSW of Tyonek, Alaska"
ak0209ddywmo,61.4886,-149.8874,"5 km SE of Big Lake, Alaska"
ak0209de8nw4,66.318,-157.1992,"63 km S of Shungnak, Alaska"
ak0209dejhy1,63.2281,-150.4681,"71 km ESE of Denali National Park, Alaska"
ak0209devwfx,63.322,-149.6419,"35 km WSW of Cantwell, Alaska"
ak0209dff4vb,67.3132,-143.6401,"73 km N of Chalkyitsik, Alaska"
ak0209dfhzrn,61.5794,-149.7608,"6 km SSE of Houston, Alaska"
ak0209dg5oqn,60.7706,-150.6986,"16 km S of Point Possession, Alaska"
ak0209dg7vev,61.4105,-149.983,"5 km N of Point MacKenzie, Alaska"
ak0209dga38k,60.9933,-151.0134,"10 km SE of Tyonek, Alaska"
ak0209dglzqz,58.3259,-133.6151,"47 km E of Juneau, Alaska"
ak0209dgrv1y,61.1352,-150.1165,"14 km SW of Anchorage, Alaska"
ak0209dgsp9y,65.0114,-151.7589,"23 km SE of Tanana, Alaska"
ak0209dgtbe6,58.3461,-133.6054,"47 km E of Juneau, Alaska"
ak0209dh7x3s,59.8304,-152.8649,"58 km W of Anchor Point, Alaska"
ak0209dhczmf,54.7895,-158.8231,"123 km ESE of Sand Point, Alaska"
ak0209dhdu3d,55.8476,-159.4431,"6 km SSE of Ivanof Bay, Alaska"
ak0209dhekx8,55.0424,-158.6763,"101 km SSE of Perryville, Alaska"
ak0209dhg0pj,54.5645,-160.7145,"87 km S of Sand Point, Alaska"
ak0209dhif1e,54.7636,-160.3316,"64 km S of Sand Point, Alaska"
ak0209dhivdi,55.105,-158.3232,"103 km SSE of Perryville, Alaska"
ak0209dhtcvc,55.1174,-158.3266,"102 km SSE of Perryville, Alaska"
ak0209dhwjsr,55.1417,-158.3751,"98 km SSE of Perryville, Alaska"
ak0209dhyf9p,54.8104,-160.3428,"59 km S of Sand Point, Alaska"
ak0209dj9u5v,55.1313,-159.0885,"86 km S of Perryville, Alaska"
ak0209djan15,54.6831,-160.7489,"74 km SSW of Sand Point, Alaska"
ak0209djb68p,54.8347,-160.2612,"57 km SSE of Sand Point, Alaska"
ak0209djbiac,54.8481,-158.4955,"125 km SSE of Perryville, Alaska"
ak0209djmxho,55.0659,-158.6912,Alaska Peninsula
ak0209djoddd,55.0074,-160.0762,"45 km SE of Sand Point, Alaska"
ak0209djogvv,54.8657,-159.7705,"70 km SE of Sand Point, Alaska"
ak0209djp1hp,54.8136,-158.2757,"134 km SSE of Perryville, Alaska"
ak0209djq32v,54.6676,-160.1199,"78 km SSE of Sand Point, Alaska"
ak0209djqr2t,54.649,-160.777,"78 km SSW of Sand Point, Alaska"
ak0209djr0qe,54.9912,-158.4685,"110 km SSE of Perryville, Alaska"
ak0209djsggb,54.8609,-158.986,"110 km ESE of Sand Point, Alaska"
ak0209dkxd3e,54.8677,-158.3326,"127 km SSE of Perryville, Alaska"
ak0209dl43xh,54.8867,-158.2714,"126 km SSE of Perryville, Alaska"
ak0209dli6ts,54.3443,-160.3185,"111 km S of Sand Point, Alaska"
ak0209dlkl0m,54.9331,-158.3389,"120 km SSE of Perryville, Alaska"
ak0209dllwm7,54.6617,-160.9213,"79 km SSW of Sand Point, Alaska"
ak0209dlnynj,54.7337,-158.2362,"143 km SSE of Perryville, Alaska"
ak0209dm1jfm,55.1433,-159.5034,"66 km ESE of Sand Point, Alaska"
av61907953,58.2055,-155.4003333,"90 km NW of Karluk, Alaska"
av62198226,55.4868333,-162.0473333,"50 km NNE of King Cove, Alaska"
av62198281,52.0623333,-176.1536667,"Andreanof Islands, Aleutian Islands, Alaska"
av62198286,52.0788333,-176.1353333,"41 km ENE of Adak, Alaska"
av62198931,53.865,-166.7755,"15 km W of Dutch Harbor, Alaska"
av62198981,51.8611667,-177.811,"81 km W of Adak, Alaska"
av62199151,53.8663333,-166.764,"14 km W of Dutch Harbor, Alaska"
av62199231,52.0693333,-176.1281667,"41 km ENE of Adak, Alaska"
av62199236,52.0673333,-176.124,"41 km ENE of Adak, Alaska"
av62200056,52.048,-176.1065,"41 km ENE of Adak, Alaska"
av62200061,52.0496667,-176.1045,"41 km ENE of Adak, Alaska"
av62200076,52.0495,-176.1013333,"41 km ENE of Adak, Alaska"
av62200081,52.0483333,-176.1093333,"40 km ENE of Adak, Alaska"
av62200086,52.0495,-176.1048333,"41 km ENE of Adak, Alaska"
av62200186,51.8218333,-177.3465,"49 km W of Adak, Alaska"
av62200201,53.8598333,-166.7533333,"14 km WSW of Dutch Harbor, Alaska"
av62200206,53.8598333,-166.7575,"14 km WSW of Dutch Harbor, Alaska"
av62200216,53.8623333,-166.7566667,"14 km WSW of Dutch Harbor, Alaska"
av62200246,53.862,-166.7556667,"14 km WSW of Dutch Harbor, Alaska"
av62200251,52.0478333,-176.1081667,"40 km ENE of Adak, Alaska"
av62200266,52.0351667,-176.1166667,"39 km ENE of Adak, Alaska"
av62200276,52.0455,-176.1268333,"39 km ENE of Adak, Alaska"
av62200281,52.0421667,-176.1116667,"40 km ENE of Adak, Alaska"
av62200306,52.0391667,-176.1275,"39 km ENE of Adak, Alaska"
av62200316,52.0396667,-176.1203333,"39 km ENE of Adak, Alaska"
av62200321,53.8606667,-166.7566667,"14 km WSW of Dutch Harbor, Alaska"
av62200381,53.8678333,-166.7761667,"15 km W of Dutch Harbor, Alaska"
av62200386,53.8588333,-166.7638333,"14 km WSW of Dutch Harbor, Alaska"
av62200426,53.86,-166.7585,"14 km WSW of Dutch Harbor, Alaska"
av62200441,53.8635,-166.7621667,"14 km WSW of Dutch Harbor, Alaska"
av62200456,52.0431667,-176.1203333,"40 km ENE of Adak, Alaska"
av62200461,52.0528333,-176.0906667,"42 km ENE of Adak, Alaska"
av62200466,52.0441667,-176.1051667,"40 km ENE of Adak, Alaska"
av62200481,53.8578333,-166.7638333,"15 km WSW of Dutch Harbor, Alaska"
av62200496,53.8611667,-166.7541667,"14 km WSW of Dutch Harbor, Alaska"
av62200511,53.8638333,-166.7461667,"13 km WSW of Dutch Harbor, Alaska"
av62200521,53.8591667,-166.7606667,"14 km WSW of Dutch Harbor, Alaska"
av62200636,51.5531667,-178.2231667,"115 km WSW of Adak, Alaska"
av62200671,53.861,-166.7635,"14 km WSW of Dutch Harbor, Alaska"
av62200681,53.8631667,-166.7486667,"13 km WSW of Dutch Harbor, Alaska"
av62200696,52.0718333,-176.125,"41 km ENE of Adak, Alaska"
av62200721,52.0428333,-176.0925,"41 km ENE of Adak, Alaska"
av62200726,52.0526667,-176.0843333,"42 km ENE of Adak, Alaska"
av62200731,52.0365,-176.098,"41 km ENE of Adak, Alaska"
av62200871,53.8613333,-166.756,"14 km WSW of Dutch Harbor, Alaska"
av62200966,51.7251667,-177.1041667,"36 km WSW of Adak, Alaska"
av62201036,52.0898333,-176.1296667,"42 km NE of Adak, Alaska"
av62201041,52.072,-176.1283333,"41 km ENE of Adak, Alaska"
av62201076,53.86,-166.7453333,"13 km WSW of Dutch Harbor, Alaska"
av62201081,53.865,-166.745,"13 km WSW of Dutch Harbor, Alaska"
av62201181,54.1401667,-165.9493333,"11 km W of Akutan, Alaska"
av62201736,53.8705,-166.7315,"12 km W of Dutch Harbor, Alaska"
av62201921,53.8578333,-166.7535,"14 km WSW of Dutch Harbor, Alaska"
av91000013,53.86883333,-166.7771667,"15 km W of Dutch Harbor, Alaska"
av91000018,53.85816667,-166.7853333,"16 km WSW of Dutch Harbor, Alaska"
av91000023,53.86916667,-166.764,"14 km W of Dutch Harbor, Alaska"
ci37290716,35.5945,-117.3846667,"19km S of Trona, CA"
ci37290724,35.8755,-117.6831667,"21km ESE of Little Lake, CA"
ci37290844,35.6155,-117.5871667,"8km E of Ridgecrest, CA"
ci37291004,33.614,-116.6283333,"8km NNE of Anza, CA"
ci37291012,35.8871667,-117.6908333,"20km ESE of Little Lake, CA"
ci37291020,33.1833333,-116.4036667,"8km SSW of Borrego Springs, CA"
ci37450589,35.8303333,-117.6426667,"23km WNW of Searles Valley, CA"
ci37450621,35.6441667,-117.5596667,"11km ENE of Ridgecrest, CA"
ci37450629,36.4495,-118.009,"16km SSE of Lone Pine, CA"
ci37450637,35.9083333,-117.7436667,"15km ESE of Little Lake, CA"
ci37450645,33.9541667,-116.6466667,"11km WNW of Garnet, CA"
ci37450653,35.8648333,-117.6611667,"24km ESE of Little Lake, CA"
ci37450661,36.0255,-117.7668333,"16km NE of Little Lake, CA"
ci37450669,35.6693333,-117.5566667,"12km ENE of Ridgecrest, CA"
ci37450693,35.872,-117.6625,"23km ESE of Little Lake, CA"
ci37450701,35.8678333,-117.6771667,"22km ESE of Little Lake, CA"
ci37450789,35.8965,-117.7228333,"17km ESE of Little Lake, CA"
ci37450797,36.1095,-117.8478333,"12km NE of Coso Junction, CA"
ci37450805,32.8905,-116.3503333,"18km ENE of Pine Valley, CA"
ci37450813,33.487,-116.4145,"22km SSW of La Quinta, CA"
ci37450821,35.5973333,-117.4046667,"19km S of Trona, CA"
ci37450829,33.662,-116.7645,"10km SSW of Idyllwild, CA"
ci37450837,34.3091667,-116.8578333,"6km NNW of Big Bear City, CA"
ci37450845,33.7013333,-116.793,"8km WSW of Idyllwild, CA"
ci37450853,33.4871667,-116.4425,"23km ESE of Anza, CA"
ci37450861,35.791,-117.6141667,"19km W of Searles Valley, CA"
ci37450869,35.5423333,-117.3551667,"25km S of Trona, CA"
ci37450877,36.5031667,-117.901,"18km ESE of Lone Pine, CA"
ci37450885,33.408,-116.3505,"17km N of Borrego Springs, CA"
ci37450941,36.4396667,-117.9975,"18km N of Olancha, CA"
ci38591218,33.6021667,-116.8058333,"13km WNW of Anza, CA"
ci38591234,35.6586667,-117.4845,"14km SSW of Searles Valley, CA"
ci38591250,35.6681667,-117.486,"13km SW of Searles Valley, CA"
ci38591258,35.8715,-117.7245,"18km ESE of Little Lake, CA"
ci38591274,35.7701667,-117.579,"16km W of Searles Valley, CA"
ci38591282,36.1068333,-117.8275,"13km ENE of Coso Junction, CA"
ci38591298,35.6525,-117.454,"14km SSW of Searles Valley, CA"
ci38591322,34.8545,-118.7866667,"7km ENE of Lebec, CA"
ci38591330,35.8773333,-117.7055,"19km ESE of Little Lake, CA"
ci38591362,35.9618333,-117.502,"23km NNW of Searles Valley, CA"
ci38591370,35.67,-117.522,"15km ENE of Ridgecrest, CA"
ci38591386,35.8766667,-117.6913333,"20km ESE of Little Lake, CA"
ci38591394,35.8905,-117.7231667,"17km ESE of Little Lake, CA"
ci38591410,35.8756667,-117.6935,"20km ESE of Little Lake, CA"
ci38591434,35.8753333,-117.6923333,"20km ESE of Little Lake, CA"
ci38591442,35.8733333,-117.685,"21km ESE of Little Lake, CA"
ci38591458,33.9415,-117.047,"5km S of Calimesa, CA"
ci38591466,35.8718333,-117.6828333,"21km ESE of Little Lake, CA"
ci38591482,35.8755,-117.6816667,"21km ESE of Little Lake, CA"
ci38591546,35.8921667,-117.7208333,"18km ESE of Little Lake, CA"
ci38591554,35.8753333,-117.6888333,"21km ESE of Little Lake, CA"
ci38591570,35.8763333,-117.691,"21km ESE of Little Lake, CA"
ci38591602,35.0468333,-118.3175,"13km W of Mojave, CA"
ci38591610,35.8755,-117.6906667,"21km ESE of Little Lake, CA"
ci38591642,34.0508333,-117.2673333,"1km WNW of Loma Linda, CA"
ci38591650,35.5235,-116.3131667,"36km NW of Baker, CA"
ci38591658,36.2745,-116.8308333,"20km S of Furnace Creek, CA"
ci38591666,35.8665,-117.7025,"20km ESE of Little Lake, CA"
ci38591690,35.9751667,-117.5081667,"25km NNW of Searles Valley, CA"
ci38591714,35.0013333,-118.1936667,"6km SSW of Mojave, CA"
ci38591794,35.8766667,-117.6906667,"21km ESE of Little Lake, CA"
ci38591802,33.6491661,-116.711998,"10km S of Idyllwild, CA"
ci38591826,33.1988333,-116.6038333,"10km SSE of Warner Springs, CA"
ci38591842,35.8765,-117.6901667,"21km ESE of Little Lake, CA"
ci38591850,36.4903333,-118.0231667,"12km SSE of Lone Pine, CA"
ci38591866,35.9448333,-117.7208333,"17km E of Little Lake, CA"
ci38591922,35.6691667,-117.4395,"11km SSW of Searles Valley, CA"
ci38591986,35.7455,-117.5585,"14km W of Searles Valley, CA"
ci38592042,36.0945,-117.8681667,"9km NE of Coso Junction, CA"
ci38592050,35.9151667,-117.7096667,"18km E of Little Lake, CA"
ci38592066,35.8975,-117.6918333,"20km ESE of Little Lake, CA"
ci38592074,33.2206667,-117.1843333,"6km ENE of Vista, CA"
ci38592082,35.9141667,-117.7103333,"18km E of Little Lake, CA"
ci38592106,34.3056667,-116.8651667,"5km NNW of Big Bear City, CA"
ci38592114,33.0221672,-116.0091629,"18km SE of Ocotillo Wells, CA"
ci38592122,33.2346667,-116.7711667,"1km SW of Lake Henshaw, CA"
ci38592146,35.8681667,-117.6976667,"20km ESE of Little Lake, CA"
ci38592154,35.8698333,-117.7005,"20km ESE of Little Lake, CA"
ci38592162,35.6181667,-117.4588333,"17km SSW of Searles Valley, CA"
ci38592186,36.3936667,-118.0621667,"14km NNW of Olancha, CA"
ci38592210,35.7828333,-117.5893333,"17km W of Searles Valley, CA"
ci38592218,32.852,-116.4281667,"10km ENE of Pine Valley, CA"
ci38592226,35.6348333,-117.4113333,"15km SSW of Trona, CA"
ci38592234,35.6661667,-117.4706667,"13km SSW of Searles Valley, CA"
ci38592242,33.2236667,-116.0561667,"11km NE of Ocotillo Wells, CA"
ci38592258,33.1643333,-115.9911667,"13km E of Ocotillo Wells, CA"
ci38592266,33.4726667,-116.9266667,"7km WNW of Aguanga, CA"
ci38592274,35.874,-117.6971667,"20km ESE of Little Lake, CA"
ci38592282,34.0558333,-117.1768333,"0km E of Redlands, CA"
ci38592306,35.9168333,-117.7056667,"18km E of Little Lake, CA"
ci38592330,33.1546667,-115.9826667,"14km E of Ocotillo Wells, CA"
ci38592338,33.1536667,-115.9808333,"14km E of Ocotillo Wells, CA"
ci38592354,35.6631667,-117.3745,"11km S of Trona, CA"
ci38592362,36.1266667,-117.8671667,"12km NE of Coso Junction, CA"
ci38592370,33.8041667,-117.7826667,"3km ESE of Villa Park, CA"
ci38592378,33.4105,-116.3765,"17km N of Borrego Springs, CA"
ci38592386,35.7895,-117.586,"17km W of Searles Valley, CA"
ci38592394,33.4731667,-116.4478333,"23km ESE of Anza, CA"
ci38592402,35.6813333,-117.5205,"14km SW of Searles Valley, CA"
ci38592458,35.7443333,-117.574,"16km W of Searles Valley, CA"
ci38592466,36.4465,-117.9895,"17km SSE of Lone Pine, CA"
ci38592474,33.5816667,-116.8041667,"12km WNW of Anza, CA"
ci38592482,33.6013333,-116.8061667,"13km WNW of Anza, CA"
ci38592498,33.7508333,-116.1233333,"9km NNE of Coachella, CA"
ci38592522,33.7135,-116.8518333,"5km SE of Valle Vista, CA"
ci38592538,35.893,-117.6836667,"21km ESE of Little Lake, CA"
ci38592634,33.9903333,-116.9846667,"6km E of Calimesa, CA"
ci38592658,33.7288333,-116.7708333,"5km WSW of Idyllwild, CA"
ci38592666,35.1066667,-119.6558333,"19km WSW of Taft, CA"
ci38592674,33.966,-117.1526667,"8km ENE of Moreno Valley, CA"
ci38592690,36.0458333,-117.397,"31km N of Searles Valley, CA"
ci38592698,36.4963333,-118.0191667,"11km SSE of Lone Pine, CA"
ci38592706,35.8535,-117.6951667,"21km ESE of Little Lake, CA"
ci38592714,36.0473333,-117.3943333,"31km N of Searles Valley, CA"
ci38592722,36.1038333,-117.8646667,"10km NE of Coso Junction, CA"
ci38592730,33.9631667,-117.1436667,"9km WSW of Calimesa, CA"
ci38592738,35.8691667,-117.6943333,"20km ESE of Little Lake, CA"
ci38592746,36.5628333,-117.8335,"21km E of Lone Pine, CA"
ci38592754,33.4816667,-116.7963333,"8km NE of Aguanga, CA"
ci38592762,35.7898333,-117.6113333,"19km W of Searles Valley, CA"
ci38592786,33.0516667,-115.575,"5km ENE of Westmorland, CA"
ci38592794,35.9596667,-117.6696667,"22km E of Little Lake, CA"
ci38592802,35.9661667,-117.6753333,"21km E of Little Lake, CA"
ci38592810,34.1191667,-117.4718333,"3km NNW of Fontana, CA"
ci38592818,33.107,-116.6446667,"5km NW of Julian, CA"
ci38592850,33.734,-116.8415,"5km ESE of Valle Vista, CA"
ci38592858,33.721,-116.8403333,"6km ESE of Valle Vista, CA"
ci38592914,36.4488333,-117.9701667,"18km SSE of Lone Pine, CA"
ci38592938,36.4523333,-118.0048333,"16km SSE of Lone Pine, CA"
ci38592954,35.6748333,-117.524,"15km SW of Searles Valley, CA"
ci38592986,36.4685,-117.9675,"16km SE of Lone Pine, CA"
ci38592994,36.1145,-117.8436667,"12km NE of Coso Junction, CA"
ci38593002,35.8596667,-117.6926667,"21km ESE of Little Lake, CA"
ci38593026,35.7418333,-117.5443333,"13km WSW of Searles Valley, CA"
ci38593042,33.4791667,-116.7985,"7km ENE of Aguanga, CA"
ci38593058,36.465,-117.9206667,"19km SE of Lone Pine, CA"
ci38593098,36.1103333,-117.85,"11km NE of Coso Junction, CA"
ci38593130,36.0525,-117.8483333,"9km E of Coso Junction, CA"
ci38593138,36.0715,-117.6413333,"28km E of Coso Junction, CA"
ci38593146,33.4876667,-116.4403333,"23km ESE of Anza, CA"
ci38593186,33.4818333,-116.7988333,"8km NE of Aguanga, CA"
ci38593194,35.9546667,-117.672,"21km E of Little Lake, CA"
ci38593210,35.8706667,-117.662,"23km ESE of Little Lake, CA"
ci38593234,35.6756667,-117.5161667,"14km SW of Searles Valley, CA"
ci38593250,33.2436667,-115.687,"13km SSE of Bombay Beach, CA"
ci38593274,36.4481667,-117.9728333,"18km SSE of Lone Pine, CA"
ci38593282,36.1135,-117.8481667,"12km NE of Coso Junction, CA"
ci38593338,34.3383333,-116.8861667,"9km NNW of Big Bear City, CA"
ci38593346,35.9596667,-117.3768333,"22km N of Searles Valley, CA"
ci38593362,33.596,-116.8086667,"13km WNW of Anza, CA"
ci38593378,32.5826667,-115.2931667,"6km ENE of Puebla, B.C., MX"
ci38593410,33.8396667,-117.4951667,"5km SSE of Home Gardens, CA"
ci38593426,35.9011667,-117.7488333,"15km ESE of Little Lake, CA"
ci38593434,33.6785,-116.7231667,"7km S of Idyllwild, CA"
ci38593442,33.506,-116.5246667,"15km ESE of Anza, CA"
ci38593450,33.5156667,-116.5143333,"15km ESE of Anza, CA"
ci38593458,34.0513333,-118.8036667,"5km N of Malibu, CA"
ci38593466,33.5838333,-116.8101667,"13km WNW of Anza, CA"
ci38593482,36.0511667,-117.8456667,"9km E of Coso Junction, CA"
ci38593498,35.8471667,-117.6836667,"22km ESE of Little Lake, CA"
ci38593506,33.4818333,-116.7973333,"8km NE of Aguanga, CA"
ci38593514,36.0788333,-117.8245,"12km ENE of Coso Junction, CA"
ci38593538,32.8435,-115.4801667,"8km E of Imperial, CA"
ci38593586,33.5928333,-116.804,"13km WNW of Anza, CA"
ci38593594,33.5175,-116.5125,"16km ESE of Anza, CA"
ci38593618,34.2633333,-118.7211667,"2km ESE of Simi Valley, CA"
ci38593666,34.997,-118.2015,"7km SSW of Mojave, CA"
ci38593690,33.3403333,-117.1441667,"7km WSW of Pala, CA"
ci38593706,35.7068333,-117.4888333,"10km SW of Searles Valley, CA"
ci38593754,35.8376667,-117.6595,"24km N of Ridgecrest, CA"
ci38593818,36.0148333,-117.8016667,"13km NE of Little Lake, CA"
ci38593826,36.0143333,-117.8005,"13km NE of Little Lake, CA"
ci38593938,35.1715,-120.1106667,"22km SSW of Simmler, CA"
ci38593954,36.061,-117.5055,"34km NNW of Searles Valley, CA"
ci38593978,35.9326667,-117.6998333,"19km E of Little Lake, CA"
ci38593986,34.1036667,-118.3231667,"1km NNE of Hollywood, CA"
ci38594010,35.8906667,-117.661,"23km ESE of Little Lake, CA"
ci38594026,33.4791667,-116.4665,"21km ESE of Anza, CA"
ci38594082,35.0935,-116.9671667,"22km NNE of Barstow, CA"
ci38594106,36.0498333,-117.852,"9km E of Coso Junction, CA"
ci38594154,35.859,-117.698,"21km ESE of Little Lake, CA"
ci38594170,33.4996667,-116.7803333,"10km NE of Aguanga, CA"
